t,roll,pitch,yaw,ax,ay,az,gx,gy,gz
1.500030,33.443,-51.771,20.513,0.1010,-0.1747,0.3587,-0.375,-5.370,-4.329
1.516697,33.610,-51.812,20.295,0.0282,-0.2472,0.3051,-1.327,-7.126,-6.055
1.533364,33.855,-51.870,19.959,-0.1812,-0.3331,0.1022,-0.193,-9.458,-7.779
1.550031,34.246,-51.952,19.598,-0.4263,-0.3112,-0.2137,5.120,-12.264,-9.161
1.566698,34.782,-52.034,19.158,-0.4856,-0.2084,-0.1725,11.146,-13.540,-10.782
1.583365,35.377,-52.086,18.686,-0.3600,-0.2505,-0.2937,13.698,-12.611,-12.185
1.600032,35.988,-52.094,18.197,-0.3730,-0.2626,-0.3262,12.860,-11.469,-14.743
1.616699,36.615,-52.035,17.665,-0.2361,-0.3573,-0.1191,12.344,-9.093,-17.926
1.633366,37.275,-51.921,17.138,-0.2795,-0.2389,0.3229,14.277,-6.733,-19.903
1.650033,38.018,-51.783,16.650,-0.3089,-0.1764,0.6500,20.572,-5.277,-19.980
1.666700,38.904,-51.631,16.178,-0.2882,-0.1294,0.8320,31.504,-3.837,-18.995
1.683367,39.875,-51.467,15.768,-0.3356,-0.1586,1.1720,40.127,-1.948,-17.307
1.700034,40.835,-51.263,15.356,-0.3397,-0.3678,1.3569,38.749,-0.809,-19.304
1.716701,41.733,-51.021,14.848,-0.1930,-0.6437,1.4105,31.788,-1.249,-22.872
1.733368,42.645,-50.781,14.278,-0.0805,-0.6110,1.4503,28.951,-3.889,-25.168
1.750035,43.691,-50.577,13.588,-0.0594,-0.3959,1.4006,32.340,-8.637,-26.525
1.766702,44.911,-50.403,12.791,0.0096,-0.1633,1.2142,39.192,-12.654,-27.358
1.783369,46.296,-50.253,11.959,-0.1598,-0.1303,1.0265,46.831,-15.715,-27.462
1.800036,47.744,-50.110,11.127,-0.3000,-0.2362,0.5838,49.448,-17.519,-27.559
1.816703,49.174,-49.949,10.234,-0.3435,-0.3346,0.0183,48.595,-17.497,-27.921
1.833370,50.514,-49.737,9.430,-0.3109,-0.3196,-0.1160,45.129,-15.178,-28.905
1.850037,51.730,-49.464,8.603,-0.0817,-0.3780,-0.1326,39.791,-12.331,-30.445
1.866704,52.829,-49.137,7.907,0.2854,-0.6447,-0.3688,35.588,-9.316,-31.441
1.883371,53.721,-48.762,7.185,0.3111,-0.5327,-0.2812,25.209,-7.062,-32.807
1.900038,54.372,-48.320,6.506,0.4374,-0.5142,-0.2632,10.020,-5.979,-36.551
1.916705,54.779,-47.844,5.849,0.3889,-0.5718,-0.1522,-3.984,-5.047,-38.183
1.933372,55.010,-47.361,5.207,0.3123,-0.3398,-0.3255,-13.326,-4.517,-38.118
1.950039,55.214,-46.895,4.576,0.4408,0.2587,-0.6236,-14.540,-5.290,-37.374
1.966706,55.458,-46.463,3.914,0.4506,1.0612,-0.8612,-13.288,-7.791,-36.530
1.983373,55.704,-46.018,3.172,0.4866,1.6428,-1.2196,-16.598,-10.421,-39.185
2.000040,55.979,-45.572,2.356,0.5916,1.9554,-1.2770,-17.769,-13.152,-41.007
2.016707,56.260,-45.156,1.519,0.5610,2.1318,-1.1371,-18.180,-15.216,-40.076
2.033374,56.419,-44.741,0.741,0.4962,2.6094,-1.1854,-23.301,-13.747,-38.944
2.050041,56.438,-44.303,0.023,0.7599,3.2363,-1.2650,-28.650,-10.653,-38.546
2.066708,56.361,-43.802,-0.618,1.0618,3.7434,-1.4579,-31.045,-5.789,-39.920
2.083375,56.277,-43.249,-1.169,1.1065,3.8989,-1.3916,-28.087,-1.130,-40.648
2.100042,56.269,-42.655,-1.675,1.1953,4.0300,-1.3938,-21.659,1.907,-41.700
2.116709,56.455,-42.033,-2.185,1.7961,4.0173,-1.3356,-10.089,2.676,-43.278
2.133376,56.827,-41.387,-2.684,2.4485,3.6089,-1.0168,1.497,3.649,-44.317
2.150043,57.161,-40.688,-3.187,2.5781,2.6878,-0.6082,-0.828,4.990,-47.263
2.166710,57.273,-39.890,-3.716,2.8424,1.9133,-0.2883,-14.978,6.987,-53.152
2.183377,57.168,-39.011,-4.284,2.5278,1.3345,0.2291,-29.258,7.946,-58.430
2.200044,57.002,-38.094,-4.921,1.9807,0.9766,0.4300,-35.193,6.439,-62.388
2.216711,56.923,-37.195,-5.620,1.6723,0.7664,0.6586,-31.734,3.336,-63.340
2.233378,56.909,-36.370,-6.326,1.0885,0.5366,1.0680,-27.748,0.361,-60.070
2.250045,56.773,-35.628,-6.946,0.9194,0.5121,1.3692,-31.500,0.953,-53.826
2.266712,56.391,-34.957,-7.406,0.7523,0.3433,1.6315,-40.414,5.190,-46.092
2.283379,55.732,-34.376,-7.678,0.3004,-0.1212,2.0445,-50.428,10.182,-36.553
2.300046,54.884,-33.887,-7.733,0.4345,-0.5477,2.2470,-54.246,16.268,-25.788
2.316713,53.988,-33.529,-7.620,0.2781,-0.8539,2.5744,-51.539,18.901,-14.351
2.333380,53.131,-33.327,-7.367,-0.1304,-0.9626,2.3138,-44.468,19.176,-2.392
2.350047,52.478,-33.279,-6.939,-0.0167,-1.1047,1.7269,-26.417,20.573,10.543
2.366714,51.915,-33.348,-6.293,-0.2065,-1.2115,1.2991,-13.834,24.770,22.869
2.383381,51.155,-33.411,-5.465,-0.5438,-1.3922,0.9249,-19.393,31.793,28.565
2.400048,50.045,-33.387,-4.546,-0.8472,-1.5739,0.8234,-37.297,38.124,27.841
2.416715,48.703,-33.247,-3.635,-1.1449,-1.3496,0.7218,-51.414,41.670,23.181
2.433382,47.355,-33.024,-2.778,-1.4596,-1.2887,0.7136,-53.636,42.426,18.608
2.450049,46.049,-32.743,-1.988,-1.8385,-1.2154,0.6601,-53.401,41.897,14.881
2.466716,44.774,-32.425,-1.279,-1.9420,-1.0695,0.5861,-54.256,40.133,11.460
2.483383,43.660,-32.074,-0.629,-1.4960,-0.8702,0.3519,-46.651,39.223,8.897
2.500050,42.756,-31.665,-0.022,-1.2039,-0.6787,0.1891,-35.543,40.024,5.751
2.516717,41.935,-31.176,0.557,-1.1439,-0.6074,0.1141,-31.693,42.606,2.206
2.533384,41.113,-30.599,1.133,-1.2906,-0.4709,-0.0986,-32.063,46.432,-0.680
2.550051,40.379,-29.965,1.798,-1.6994,-0.3852,-0.4688,-24.361,52.089,1.355
2.566718,39.868,-29.243,2.719,-1.9269,0.2363,-1.2256,-3.792,64.812,8.971
2.583385,39.708,-28.396,4.059,-2.2939,0.6793,-1.7894,28.703,84.717,21.885
2.600052,39.888,-27.342,5.827,-2.7653,0.4131,-2.2241,59.885,109.137,31.833
2.616719,40.289,-25.969,7.911,-3.0033,-0.4185,-2.7843,79.612,135.411,32.868
2.633386,40.707,-24.281,10.134,-3.0090,-0.7606,-2.9806,81.141,155.737,26.593
2.650053,41.071,-22.337,12.510,-3.4368,-0.9180,-2.3492,77.679,173.998,23.248
2.666720,41.798,-20.192,15.039,-3.4391,-1.0346,-2.2932,98.054,190.077,21.543
2.683387,43.126,-17.859,17.757,-3.3633,-1.1069,-2.2006,132.127,207.188,20.116
2.700054,44.983,-15.293,20.599,-3.0767,-1.0371,-2.4769,159.363,224.045,11.365
2.716721,46.624,-12.396,23.442,-3.2803,-0.7935,-2.0288,138.475,239.568,-8.128
2.733388,47.665,-9.192,26.161,-3.6103,-0.8802,-1.3982,92.195,247.794,-30.711
2.750055,48.150,-5.860,28.828,-3.6144,-1.4058,0.6353,49.068,251.124,-40.751
2.766722,48.949,-2.592,31.434,-3.1307,-1.8774,1.2152,58.384,245.939,-42.328
2.783389,50.525,0.493,34.003,-1.7434,-2.0855,0.8710,96.238,236.408,-40.169
2.800056,52.646,3.518,36.450,-1.0630,-1.7115,-0.3908,120.975,226.821,-49.535
2.816723,54.645,6.543,38.788,-0.9060,-0.8105,-1.2280,106.445,219.182,-61.755
2.833390,55.721,9.514,41.140,-0.1639,-0.1840,1.6978,43.656,215.477,-64.971
2.850057,56.330,12.304,43.426,-0.6573,-0.3629,3.1545,9.388,204.239,-62.052
2.866724,56.976,14.911,45.547,0.6469,-1.0899,0.6571,7.577,188.269,-61.178
2.883391,58.020,17.326,47.542,1.4888,-0.6331,-0.3641,28.194,173.830,-59.018
2.900058,59.517,19.599,49.433,1.4827,-0.0438,-1.6961,52.809,161.747,-59.486
2.916725,61.220,21.804,51.302,1.7647,-0.2411,-2.2337,61.441,155.596,-61.828
2.933392,62.760,23.876,53.135,2.2663,-0.3600,-0.4181,48.753,147.018,-60.950
2.950059,63.785,25.773,54.878,2.5950,0.0677,2.0930,16.697,135.150,-57.862
2.966726,64.715,27.584,56.442,2.3483,-0.3896,0.4258,12.970,121.987,-60.426
2.983393,65.999,29.301,57.894,1.8024,0.2663,-1.4897,34.864,111.926,-60.694
3.000060,67.618,30.906,59.333,1.7470,0.6091,-1.8125,53.281,106.040,-58.143
3.016727,69.396,32.308,60.773,3.1901,0.3821,0.4819,60.859,98.757,-50.508
3.033394,71.370,33.620,62.033,3.6424,-0.5095,1.3250,76.933,85.817,-52.062
3.050061,73.295,34.805,62.997,3.2954,-0.6813,0.8204,82.713,66.928,-52.478
3.066728,75.253,35.841,63.735,2.6199,-0.2162,-0.2372,91.803,51.512,-49.354
3.083395,77.401,36.793,64.389,2.0735,0.7687,-0.0208,105.673,44.210,-47.384
3.100062,79.710,37.738,64.937,1.7316,0.3502,-0.6457,118.755,36.965,-49.840
3.116729,81.713,38.679,65.396,1.4557,0.3240,-0.4950,103.254,30.639,-51.695
3.133396,83.380,39.710,65.700,1.2579,-0.4101,-0.3405,88.702,22.274,-59.053
3.150063,84.557,40.873,65.784,1.4209,-0.7093,-0.2861,67.597,11.377,-68.507
3.166730,85.306,42.069,65.705,1.1775,-0.4539,0.1313,48.359,3.161,-71.362
3.183397,85.801,43.202,65.556,0.7374,-0.1857,0.7640,36.153,-0.955,-67.869
3.200064,86.047,44.277,65.334,0.4257,-0.2612,1.5011,24.268,-4.599,-64.623
3.216731,85.978,45.285,65.008,0.3511,-0.8224,1.3582,10.008,-9.235,-60.872
3.233398,85.764,46.181,64.624,0.2680,-0.6573,1.4047,4.080,-11.732,-54.378
3.250065,85.350,46.973,64.212,0.0816,-0.0081,1.6213,-6.531,-12.819,-48.290
3.266732,84.746,47.675,63.865,-0.2222,0.1779,1.6474,-20.522,-9.951,-42.732
3.283399,84.000,48.302,63.526,0.0241,-0.0503,1.6948,-29.316,-9.420,-38.408
3.300066,82.976,48.864,63.104,0.1977,-0.2485,1.9036,-42.045,-12.410,-34.968
3.316733,81.684,49.327,62.578,0.3830,-0.3670,1.5488,-53.307,-16.331,-29.898
3.333400,80.577,49.600,62.109,-0.6156,-0.0303,0.9809,-44.623,-15.108,-18.616
3.350067,80.307,49.684,61.903,-2.4313,0.2267,0.0587,-6.422,-6.639,-5.873
3.366734,79.788,49.808,61.717,-0.0960,1.1471,1.8576,-22.343,-5.511,-8.122
3.383401,78.289,50.075,61.497,-0.5203,-0.4002,0.2698,-79.595,-4.977,-16.974
3.400068,76.943,50.435,61.324,-1.1104,-1.4736,-1.6113,-72.506,-1.590,-22.064
3.416735,76.025,50.788,61.220,-0.8364,-0.2151,-0.6456,-49.998,1.321,-21.060
3.433402,75.328,51.095,61.172,-0.3631,0.6137,-0.1293,-39.381,2.969,-17.764
3.450069,74.766,51.348,61.238,0.5328,1.5672,0.8692,-36.592,6.465,-13.524
3.466736,74.177,51.552,61.371,0.2239,1.6059,0.7195,-41.366,8.272,-10.094
3.483403,73.747,51.645,61.586,-0.3348,0.9008,-0.0950,-35.745,9.424,-2.765
3.500070,73.304,51.722,61.802,-0.6916,0.1801,0.0529,-36.625,9.185,-1.823
3.516737,73.130,51.858,62.010,-1.8190,-0.8287,-1.0158,-20.128,9.891,-5.260
3.533404,73.223,52.030,62.226,-1.4915,-0.4820,-0.4199,-4.506,10.689,-7.222
3.550071,73.348,52.232,62.454,-1.1103,0.0034,-0.0258,-3.298,11.529,-8.717
3.566738,73.454,52.424,62.717,-0.6394,0.7947,0.3845,-6.059,12.491,-7.893
3.583405,73.331,52.609,63.002,-0.2826,0.4747,0.4581,-20.979,13.083,-7.248
3.600072,73.013,52.832,63.332,0.0144,0.0157,0.0626,-34.804,15.263,-8.947
3.616739,72.792,53.086,63.702,0.3126,-0.4245,-0.6433,-30.969,17.186,-10.248
3.633406,72.784,53.338,64.059,0.6376,-0.1646,-0.6658,-17.613,16.647,-10.213
3.650073,72.920,53.566,64.390,0.6771,0.1036,-0.3130,-7.763,15.290,-9.220
3.666740,73.044,53.771,64.726,0.1233,0.4422,0.0933,-8.781,15.012,-7.851
3.683407,73.078,53.964,65.077,-0.0588,0.2520,0.2417,-14.948,15.254,-7.125
3.700074,72.956,54.172,65.386,-0.1417,-0.2335,0.1570,-22.299,14.050,-8.446
3.716741,72.876,54.371,65.674,-0.4504,-0.2057,-0.1108,-18.803,13.131,-8.067
3.733408,73.012,54.484,65.902,-0.5024,0.1622,0.2460,-2.876,9.550,-3.811
3.750075,73.085,54.616,66.046,0.1296,0.1566,-0.0122,-2.695,7.067,-5.725
3.766742,72.857,54.790,66.147,0.2647,-0.2787,0.2119,-18.552,6.357,-8.609
3.783409,72.571,55.012,66.219,0.2633,-0.6407,-0.1731,-20.716,6.314,-11.649
3.800076,72.245,55.295,66.246,0.4756,-0.4143,-0.1046,-20.824,5.977,-15.494
3.816743,72.010,55.485,66.209,-0.1563,-0.2277,0.9284,-12.211,2.292,-10.912
3.833410,71.895,55.685,66.116,-0.3223,-0.1506,0.2833,-2.216,0.715,-11.991
3.850077,71.736,55.880,66.034,-0.6683,-0.2073,-0.3117,-5.428,0.982,-11.589
3.866744,71.671,56.075,65.944,-0.7673,0.3657,-0.1932,0.618,0.775,-11.674
3.883411,71.521,56.272,65.836,-0.3755,0.5852,0.1310,-3.567,0.215,-11.941
3.900078,71.379,56.444,65.710,-0.2991,0.3479,0.3831,-2.219,-0.778,-10.759
3.916745,71.223,56.619,65.535,-0.3254,-0.1881,0.3995,-0.567,-2.230,-11.434
3.933412,71.082,56.791,65.303,-0.4480,-0.4183,0.1411,3.176,-3.985,-11.882
3.950079,70.939,56.953,65.015,-0.1018,-0.1480,0.1595,5.941,-5.940,-11.834
3.966746,70.707,57.129,64.649,0.1127,-0.2662,0.2110,4.492,-7.928,-13.504
3.983413,70.441,57.340,64.213,-0.1201,-0.7292,-0.1676,6.046,-9.252,-16.260
4.000080,70.175,57.572,63.705,-0.0047,-0.9342,-0.3822,9.793,-10.882,-18.213
4.016747,69.924,57.757,63.120,0.5422,-0.2020,0.2263,14.651,-14.012,-16.403
4.033414,69.552,57.931,62.469,0.6542,-0.0624,0.3142,10.806,-15.970,-16.562
4.050081,69.066,58.104,61.777,0.5202,-0.6935,0.0025,6.106,-16.977,-17.068
4.066748,68.630,58.268,61.065,0.1805,-0.6671,-0.1081,10.317,-17.545,-16.829
4.083415,68.309,58.420,60.374,-0.3950,-0.4652,-0.2374,16.074,-16.927,-16.032
4.100082,68.001,58.561,59.765,-0.5185,0.0302,0.0260,12.827,-14.642,-14.496
4.116749,67.553,58.697,59.215,-0.4158,0.2631,0.1498,1.413,-12.917,-13.557
4.133416,67.051,58.821,58.709,-0.5592,0.0693,0.0188,-4.065,-11.740,-12.522
4.150083,66.577,58.937,58.200,-0.6459,-0.0492,-0.0610,-2.197,-11.897,-12.118
4.166750,66.319,59.018,57.669,-0.4752,-0.0947,-0.2073,11.862,-13.248,-10.538
4.183417,66.157,59.082,57.126,0.0857,0.2381,0.2122,18.362,-13.946,-9.840
4.200084,65.908,59.163,56.582,0.1319,0.3141,0.1927,13.136,-13.496,-10.721
4.216751,65.601,59.257,56.059,-0.0968,0.2759,0.0775,8.633,-12.471,-11.301
4.233418,65.335,59.350,55.547,-0.4236,0.1649,-0.1630,10.538,-12.094,-11.127
4.250085,65.120,59.443,55.026,-0.3661,0.0609,-0.2096,14.086,-12.239,-11.276
4.266752,64.762,59.539,54.474,-0.0775,0.1488,0.0390,7.116,-12.941,-11.937
4.283419,64.370,59.642,53.898,-0.5372,-0.0289,-0.3586,6.351,-13.319,-12.624
4.300086,64.056,59.739,53.305,-0.2964,-0.1206,-0.0958,12.012,-13.816,-12.637
4.316753,63.832,59.820,52.704,-0.4084,0.0278,0.0846,17.744,-14.351,-11.858
4.333420,63.691,59.899,52.157,-0.7971,0.5693,0.0999,19.986,-12.882,-11.056
4.350087,63.560,59.966,51.681,-0.7447,0.5607,0.0299,16.900,-11.261,-9.516
4.366754,63.394,60.016,51.263,-0.3261,0.4731,0.1025,11.844,-10.140,-7.835
4.383421,63.190,60.057,50.889,-0.1628,0.0823,-0.0689,7.174,-9.130,-6.792
4.400088,63.050,60.094,50.566,0.0027,-0.1675,-0.1399,8.446,-7.887,-5.880
4.416755,62.929,60.127,50.264,0.0889,-0.0864,-0.1331,8.501,-7.411,-5.424
4.433422,62.815,60.160,49.966,0.0902,0.1040,-0.2088,8.719,-7.250,-5.385
4.450089,62.645,60.184,49.737,-0.1131,0.8832,-0.0290,1.719,-5.645,-3.951
4.466756,62.422,60.168,49.611,0.2564,1.3636,0.3514,-6.747,-3.998,-0.492
4.483423,61.954,60.129,49.537,1.0128,1.3724,0.3880,-24.238,-3.272,1.420
4.500090,61.258,60.079,49.513,0.3398,0.6670,-0.3926,-40.483,-2.251,2.627
4.516757,60.525,59.997,49.499,-0.4420,0.6019,-0.7115,-43.286,-2.937,4.431
4.533424,59.874,59.897,49.482,-1.1230,0.6799,-0.7091,-38.171,-3.604,5.251
4.550091,59.506,59.832,49.561,-1.7054,0.2467,-0.8752,-26.225,-0.137,4.862
4.566758,59.269,59.815,49.752,-1.8652,0.0396,-0.3340,-24.140,4.174,4.100
4.583425,59.126,59.841,49.973,-1.4660,-0.1582,0.4358,-20.163,6.196,2.402
4.600092,58.966,59.884,50.161,-1.2242,0.0786,0.8865,-19.432,5.791,1.065
4.616759,58.827,59.911,50.362,-0.7063,0.3536,0.6653,-18.830,5.612,2.038
4.633426,58.775,59.916,50.562,-0.7952,0.3847,0.3917,-13.616,4.848,3.257
4.650093,58.907,59.918,50.782,-0.7708,-0.2989,-0.0659,-3.586,5.254,3.679
4.666760,59.098,59.918,50.992,-0.2734,-0.2943,0.0266,0.435,4.922,3.592
4.683427,59.193,59.912,51.114,0.3835,-0.1146,0.3780,-0.771,2.503,2.556
4.700094,59.048,59.901,51.131,1.0683,0.1498,0.7940,-9.658,-0.383,1.174
4.716761,58.604,59.895,51.022,0.5278,0.1769,0.3431,-21.050,-3.436,-1.012
4.733428,58.363,59.855,50.981,-0.3648,0.2708,-0.1943,-12.419,-2.669,1.708
4.750095,58.361,59.801,51.032,-0.4710,0.3337,0.0390,-2.891,-0.801,3.891
4.766762,58.366,59.740,51.119,-0.0331,0.2617,0.0885,-4.318,-0.115,4.854
4.783429,58.236,59.673,51.198,0.1838,-0.1314,0.0895,-12.030,-0.477,4.994
4.800096,58.052,59.624,51.230,-0.0256,-0.3027,-0.2190,-12.712,-1.128,3.290
4.816763,57.909,59.658,51.209,-0.6505,-0.2615,-1.6511,-7.635,0.133,-1.714
