t,roll,pitch,yaw,ax,ay,az,gx,gy,gz
0.500010,17.302,-15.954,-7.393,-0.4788,-0.4797,1.5466,253.345,-67.004,-26.264
0.516677,18.761,-16.742,-7.964,-1.0316,0.1302,0.1037,76.943,-54.729,-17.316
0.533344,23.011,-18.211,-8.642,-0.1839,-0.9082,0.3332,243.220,-94.899,-1.600
0.550011,27.202,-19.384,-9.510,1.2149,0.4754,1.0015,236.063,-82.760,-10.647
0.566678,26.043,-17.690,-10.262,2.5699,2.0695,2.0073,-84.277,72.211,-83.846
0.583345,20.898,-17.040,-9.943,-2.6986,0.7889,-1.6670,-304.345,44.484,1.067
0.600012,23.123,-17.333,-10.517,-0.6343,-3.3004,-0.5034,123.051,-26.994,-20.236
0.616679,25.836,-18.031,-11.410,0.1284,1.4917,0.1442,146.441,-59.181,-29.096
0.633346,26.782,-18.179,-12.099,0.9684,0.7620,0.0317,43.349,-25.251,-31.167
0.650013,25.992,-17.793,-12.165,0.5298,0.7383,0.3626,-49.425,19.450,-13.530
0.666680,24.345,-17.271,-11.950,0.7024,1.0955,0.0978,-95.884,34.092,-2.038
0.683347,22.416,-16.602,-11.730,0.3234,0.1699,0.3929,-113.216,42.470,-4.153
0.700014,21.000,-16.089,-11.500,-0.0621,-0.0427,0.3878,-82.342,34.124,1.062
0.716681,19.288,-15.488,-11.018,0.0161,0.6010,0.5654,-95.990,44.010,13.832
0.733348,17.474,-15.054,-10.636,-0.8619,-0.1809,0.0505,-104.025,32.216,13.002
0.750015,17.928,-15.125,-10.804,-0.7749,-0.2895,-0.3917,24.479,-5.634,-4.515
0.766682,18.012,-15.134,-10.933,0.0473,0.5403,0.1942,3.117,-1.637,-3.328
0.783349,17.700,-15.076,-11.045,-0.2051,-0.0797,0.5012,-20.351,2.580,-3.275
0.800016,16.741,-14.941,-11.135,-0.0376,-0.1879,0.3408,-58.865,7.268,-3.776
0.816683,16.182,-14.951,-11.342,-0.2106,-0.4662,-0.0090,-36.505,-2.861,-7.387
0.833350,16.415,-15.061,-11.884,-0.0756,0.0677,0.0050,5.630,-14.414,-25.616
0.850017,17.898,-15.126,-13.293,0.1971,0.2601,-0.1701,66.934,-27.227,-74.641
0.866684,19.296,-15.351,-14.106,0.2963,-0.0196,-0.2924,71.941,-26.021,-34.900
0.883351,20.129,-15.589,-14.116,0.3045,-0.2638,-0.1350,49.738,-12.965,6.149
0.900018,20.608,-15.715,-14.032,0.1250,-0.4735,-0.1184,30.382,-4.333,10.021
0.916685,21.149,-15.873,-14.021,0.2324,-0.5537,0.1975,33.150,-7.270,7.188
0.933352,21.192,-15.688,-13.645,0.7007,-0.3309,0.3976,9.126,19.386,18.852
0.950019,19.314,-15.040,-13.331,0.1404,1.3856,0.5565,-107.153,44.078,6.343
0.966686,13.852,-13.970,-12.824,-0.1622,1.5687,1.1438,-320.363,70.475,10.776
0.983353,8.177,-12.747,-12.506,-1.0094,-0.4693,-0.2727,-335.638,76.668,9.115
1.000020,7.030,-12.554,-12.664,-0.2937,-1.4922,-2.7710,-70.985,10.580,-8.415
1.016687,9.325,-12.744,-13.086,-0.1104,0.2853,0.1921,132.429,-14.392,-20.216
1.033354,9.850,-12.641,-14.152,0.1286,1.5667,0.6537,17.703,-3.828,-59.761
1.050021,10.758,-12.519,-14.899,0.6497,-0.2088,0.0896,44.905,-0.036,-40.945
1.066688,11.391,-12.372,-15.322,0.7812,0.3581,0.1597,32.595,4.459,-23.249
1.083355,10.982,-12.139,-15.344,0.7769,0.2337,-0.0993,-24.827,14.168,-1.229
1.100022,10.391,-12.028,-15.096,1.3264,-0.1663,-0.8170,-32.258,10.064,16.237
1.116689,11.151,-11.867,-15.072,0.9833,0.2404,-0.3739,45.801,10.648,2.226
1.133356,11.586,-11.620,-14.640,0.4306,0.5065,-0.7016,31.577,20.791,25.997
1.150023,11.548,-11.228,-14.419,-0.2735,0.2520,-0.4174,0.320,26.866,11.394
1.166690,10.593,-10.764,-14.053,-1.1624,-0.7004,0.1187,-53.646,32.090,16.574
1.183357,9.960,-10.473,-13.743,-1.6078,-1.4148,0.2227,-35.097,20.799,15.131
1.200024,10.198,-10.395,-13.622,-1.7647,-1.3980,1.0495,15.218,6.039,6.022
1.216691,10.618,-10.412,-13.709,-1.3028,-0.7169,1.3250,24.135,-1.947,-4.784
1.233358,10.707,-10.469,-13.880,-0.7171,-0.1610,1.1311,3.487,-5.295,-9.183
1.250025,10.522,-10.711,-13.765,0.8541,0.1124,1.1417,-9.848,-13.175,9.458
1.266692,10.425,-10.963,-13.381,0.4650,1.1325,1.8966,-1.508,-10.834,25.056
1.283359,9.600,-10.944,-13.436,0.8426,1.9097,1.5066,-50.241,0.550,-3.296
1.300026,8.366,-10.906,-13.427,0.6126,0.9587,0.1647,-74.305,2.321,0.254
1.316693,7.583,-11.014,-13.300,0.3916,0.0288,-1.3968,-45.461,-4.952,11.114
1.333360,7.341,-11.198,-13.170,0.3115,0.0730,-1.3581,-12.971,-9.519,11.791
1.350027,6.893,-11.232,-13.204,-0.1011,0.0941,-0.6774,-27.274,-1.894,0.821
1.366694,6.589,-11.202,-13.499,-0.4286,-0.3707,-0.6600,-21.587,0.190,-14.565
1.383361,7.008,-11.072,-13.879,-0.0400,0.0139,-0.8001,20.926,5.529,-20.301
1.400028,7.532,-10.895,-14.193,0.2306,0.6880,0.2688,27.913,8.535,-16.992
1.416695,7.427,-10.703,-14.388,0.2474,0.9445,-0.0161,-8.375,10.373,-9.912
1.433362,6.931,-10.577,-14.334,0.1730,0.3484,-0.4761,-29.181,8.346,5.081
1.450029,6.846,-10.543,-14.166,0.1512,-0.2984,-0.0215,-3.380,3.546,11.851
1.466696,6.873,-10.558,-14.050,-0.0645,-0.6894,0.5967,2.879,0.340,9.967
1.483363,7.201,-10.510,-14.084,-0.2359,-0.4561,0.1004,19.358,3.069,0.542
1.500030,7.624,-10.414,-14.237,-0.3421,-0.2383,-0.0606,23.903,5.036,-6.515
1.516697,7.811,-10.329,-14.341,-0.4028,-0.1684,0.1015,10.317,4.679,-3.577
1.533364,7.682,-10.287,-14.394,-0.4198,-0.6576,0.5494,-8.070,2.566,0.047
1.550031,7.547,-10.278,-14.483,-0.4480,-1.1696,0.3454,-8.762,0.275,-2.309
1.566698,7.595,-10.308,-14.623,-0.3980,-1.1471,-0.1112,1.591,-2.595,-5.771
1.583365,7.808,-10.358,-14.836,-0.0305,-0.5329,-0.1770,10.767,-4.423,-9.995
1.600032,7.918,-10.450,-15.043,0.3064,-0.1161,0.3322,4.752,-6.837,-9.252
1.616699,7.933,-10.529,-15.182,0.6203,0.2025,0.7640,-0.375,-5.579,-5.775
1.633366,8.126,-10.587,-15.315,0.2921,0.5705,0.7853,10.337,-4.297,-5.750
1.650033,8.570,-10.689,-15.569,0.4274,1.0432,0.2626,24.042,-7.876,-12.302
1.666700,8.896,-10.785,-15.940,0.3664,1.5392,0.6902,15.570,-8.702,-19.007
1.683367,9.194,-10.974,-15.989,0.4367,1.3344,0.4059,17.354,-11.267,0.878
1.700034,9.730,-11.097,-16.085,0.4899,1.0690,0.0343,31.133,-7.693,-1.771
1.716701,9.727,-11.157,-15.975,0.5808,0.8067,0.1166,1.005,-1.982,9.231
1.733368,9.789,-11.127,-16.189,0.2300,0.5893,-0.1393,1.091,0.150,-10.635
1.750035,9.826,-11.118,-16.357,-0.4266,0.3928,-0.0316,-0.006,-0.693,-8.017
1.766702,9.826,-11.098,-16.585,-0.8183,0.1418,0.1030,-2.693,-0.540,-10.399
1.783369,9.606,-11.008,-16.891,-0.8246,-0.5087,-0.2342,-16.854,2.726,-16.236
1.800036,9.267,-10.878,-17.084,-0.4090,-0.8022,-0.7313,-22.735,6.150,-10.459
1.816703,9.345,-10.810,-17.385,-0.0865,-1.0181,-0.2671,1.118,1.391,-16.495
1.833370,9.780,-10.746,-17.710,-0.3108,-0.6108,-0.2578,22.374,0.853,-17.764
1.850037,10.229,-10.672,-18.108,-0.1551,-0.5058,-0.0057,22.578,0.688,-21.551
1.866704,10.465,-10.529,-18.510,-0.0838,-0.4731,0.2761,9.846,4.568,-22.567
1.883371,10.436,-10.445,-18.927,0.1607,-0.6143,0.3947,-6.245,0.770,-23.282
1.900038,10.653,-10.316,-19.576,-0.1862,-0.2937,-0.3651,6.238,1.031,-36.643
1.916705,11.099,-10.317,-20.014,-0.1147,-0.0136,-0.3353,22.231,-4.561,-23.232
1.933372,11.926,-10.372,-20.333,-0.1203,0.3679,-0.1598,46.067,-6.913,-17.305
1.950039,12.500,-10.429,-20.588,-0.1757,0.3632,-0.2445,31.823,-6.160,-12.056
1.966706,12.733,-10.430,-20.823,-0.1579,0.3347,-0.4780,11.733,-2.456,-10.439
1.983373,12.555,-10.353,-20.953,0.2086,-0.2060,-0.8598,-12.280,2.833,-8.252
2.000040,12.639,-10.098,-21.286,0.4639,-0.3339,1.6070,2.245,11.741,-17.232
2.016707,13.067,-9.960,-21.479,0.0311,0.2343,0.2983,23.677,5.806,-11.527
2.033374,13.636,-9.980,-21.568,-0.1425,0.1497,0.4761,33.284,-1.952,-2.920
2.050041,14.040,-10.095,-21.737,-0.5345,-0.0609,-0.0876,22.620,-8.530,-5.762
2.066708,15.116,-10.332,-22.198,0.0339,-0.1721,-0.8577,60.018,-19.884,-19.539
2.083375,16.668,-10.628,-22.607,0.4794,-0.2224,-0.0695,88.510,-23.608,-17.916
2.100042,17.842,-10.823,-22.841,0.4610,0.1509,0.4442,67.635,-15.279,-9.479
2.116709,18.556,-10.897,-23.058,0.5026,0.3037,0.1760,40.700,-7.294,-8.076
2.133376,18.284,-10.761,-23.150,0.0376,0.1327,0.7162,-17.278,6.590,-6.030
2.150043,17.668,-10.531,-23.320,-0.3616,-0.1754,0.3158,-38.793,10.626,-11.956
2.166710,17.531,-10.394,-23.630,-0.2703,-0.3627,-0.4780,-11.337,3.101,-17.350
2.183377,18.287,-10.396,-23.790,-0.1950,-0.0773,-0.4369,43.781,-2.394,-6.931
2.200044,18.885,-10.628,-23.358,0.5342,0.0949,0.5762,40.776,-4.426,30.534
2.216711,19.257,-10.610,-23.330,-0.1670,0.5175,1.1829,22.682,2.100,2.733
2.233378,18.536,-10.532,-23.234,-0.5183,0.3036,0.4049,-42.511,6.162,3.777
2.250045,17.847,-10.369,-23.438,-0.3391,-0.1794,-0.7125,-43.430,6.160,-12.409
2.266712,17.790,-10.329,-23.722,-0.1924,-0.6468,-1.1514,-6.355,-2.282,-14.751
2.283379,18.297,-10.334,-23.892,0.1263,-0.3810,-0.0019,28.904,-2.648,-6.938
2.300046,18.984,-10.277,-23.968,0.2251,0.3084,0.2792,40.599,2.470,-3.274
2.316713,19.068,-10.216,-23.880,0.1474,0.4652,0.4488,6.029,5.564,5.095
2.333380,18.621,-10.128,-23.795,0.2339,0.4757,0.3794,-26.081,6.706,3.539
2.350047,18.146,-9.971,-23.817,0.0389,0.2068,0.4879,-28.938,8.602,-3.989
2.366714,17.649,-9.975,-23.654,-0.5044,0.0078,0.2289,-28.412,2.691,9.410
2.383381,17.583,-10.018,-23.683,-0.1895,0.5362,-0.0889,-4.465,-2.981,-0.686
2.400048,17.735,-9.958,-23.950,0.1451,-0.3240,-0.0017,6.289,-0.956,-14.601
2.416715,17.735,-9.901,-24.139,0.2382,0.1703,0.7294,-2.184,-0.213,-11.564
2.433382,17.603,-9.856,-24.233,0.2846,0.0198,-0.0236,-9.190,0.891,-5.898
2.450049,17.729,-9.857,-24.242,0.1466,0.3109,0.1522,7.205,-0.253,-0.276
2.466716,17.835,-9.860,-24.206,-0.2521,0.5427,0.0740,6.509,0.555,2.354
2.483383,17.580,-9.840,-24.125,-0.3630,0.4631,0.1690,-14.822,2.628,4.501
2.500050,16.893,-9.812,-24.048,-0.3015,-0.1814,0.0342,-40.743,2.909,4.115
2.516717,16.599,-9.772,-24.058,-0.1285,-0.3844,-0.1909,-18.029,2.086,-1.003
2.533384,14.777,-9.577,-24.024,0.0975,-2.0726,-0.4788,-109.272,11.706,-1.051
2.550051,14.597,-9.522,-23.778,0.0001,0.1193,-0.1053,-8.467,6.924,13.508
2.566718,12.828,-9.514,-22.467,-0.0051,-1.6606,0.9915,-93.303,18.847,75.411
2.583385,9.202,-9.437,-19.985,-0.0755,0.1867,0.5317,-193.071,32.600,143.510
2.600052,8.522,-9.250,-19.389,0.7339,2.3041,-2.1134,-35.109,16.577,33.311
2.616719,10.988,-9.120,-20.414,0.7421,-0.7265,0.4473,137.925,-2.627,-60.911
2.633386,12.858,-8.884,-21.400,-0.2115,0.8333,1.5019,102.744,1.904,-59.936
2.650053,14.437,-8.671,-22.569,-0.2185,-0.4631,0.1975,83.740,-3.897,-70.231
2.666720,15.713,-8.604,-23.550,-0.5858,0.5272,0.0716,67.512,-11.253,-57.031
2.683387,15.992,-8.521,-24.192,-0.8545,1.1634,0.6819,10.769,-5.591,-37.785
2.700054,15.263,-8.596,-24.280,-0.7158,-0.0960,-0.2470,-44.770,-5.826,-3.570
2.716721,14.108,-8.892,-23.891,-0.2482,-0.1600,-0.0851,-66.028,-11.417,27.102
2.733388,12.683,-9.047,-23.456,-2.2330,2.2666,-1.8716,-81.666,-3.151,27.547
2.750055,11.258,-9.236,-23.257,1.1169,-1.3539,0.9519,-83.892,-8.966,14.129
2.766722,11.258,-9.246,-23.113,1.0472,-0.6802,0.5951,1.132,0.886,8.806
2.783389,11.487,-9.300,-22.841,0.0090,0.0187,0.2122,16.109,-0.122,16.696
2.800056,11.968,-9.351,-22.643,-0.2834,-0.1588,-0.0654,30.538,-0.680,12.327
2.816723,12.393,-9.320,-22.720,0.6511,0.3880,0.2960,24.562,0.703,-4.612
2.833390,12.476,-9.416,-22.226,0.3687,-1.3211,0.2130,9.532,0.608,30.019
2.850057,11.563,-9.509,-20.872,0.8640,0.4026,0.1503,-41.628,11.150,79.736
2.866724,10.934,-9.595,-20.149,0.2884,-0.3928,-0.3039,-30.798,3.301,43.203
2.883391,10.592,-9.808,-18.616,0.2010,-1.6362,-0.2037,-5.275,4.357,91.666
2.900058,10.614,-10.008,-17.477,-0.5615,1.1683,0.4155,12.940,0.642,68.520
2.916725,10.756,-10.258,-16.466,-0.3195,0.0021,0.0620,19.010,-3.630,61.671
2.933392,10.203,-10.512,-14.926,0.0817,0.1851,0.3726,-16.680,1.514,92.305
2.950059,10.246,-10.766,-14.350,-0.0882,1.0499,0.3049,8.750,-8.932,36.343
2.966726,9.970,-10.990,-13.707,-0.2724,-0.1206,0.3112,-9.539,-6.629,39.890
2.983393,9.060,-11.368,-12.104,-0.5634,-1.2096,-0.3374,-36.218,-6.763,96.994
3.000060,8.070,-11.826,-9.928,-1.2301,0.1136,-0.2931,-33.338,-8.226,130.760
3.016727,7.887,-11.923,-9.099,-1.6279,2.1881,-1.0843,-0.927,0.879,49.211
3.033394,8.254,-11.594,-9.252,-3.1885,-0.9955,-0.2821,19.889,18.114,-11.411
3.050061,8.280,-9.723,-10.476,-6.0766,1.1421,-0.5279,-12.210,100.270,-87.336
3.066728,8.777,-5.229,-14.968,-7.2775,2.5008,0.4228,-5.485,226.144,-304.012
3.083395,9.788,-3.479,-20.810,20.9904,-2.0373,1.9728,33.844,46.003,-361.481
3.100062,10.329,-3.887,-21.178,-1.8175,-0.4779,-0.9533,30.692,-27.932,-17.222
3.116729,11.132,-4.198,-21.313,0.6779,0.2387,0.7418,47.317,-19.958,-4.225
3.133396,11.465,-4.346,-21.186,-0.2245,0.6662,0.5300,20.292,-7.265,9.422
3.150063,11.558,-4.321,-21.029,-0.2735,0.5723,0.4960,5.926,3.300,9.068
3.166730,11.194,-4.437,-20.957,-0.1816,0.2981,0.0738,-21.891,-6.063,5.861
3.183397,10.624,-4.853,-21.001,0.0605,0.1937,0.1109,-34.742,-25.106,2.349
3.200064,10.262,-5.109,-21.026,0.2522,-0.0896,-0.2103,-22.266,-15.529,1.528
3.216731,9.997,-5.326,-21.067,0.5964,-0.6507,-0.4975,-16.520,-13.312,0.133
3.233398,9.864,-5.288,-21.004,0.1914,0.2013,-0.1083,-7.974,2.867,3.530
3.250065,10.222,-5.052,-21.209,-0.6774,0.2001,0.2008,20.021,11.718,-14.348
3.266732,10.820,-4.640,-21.716,-0.5502,-0.4053,0.1729,32.967,18.730,-34.100
3.283399,11.063,-4.413,-22.391,-0.3049,0.2318,0.0732,11.050,5.611,-41.953
3.300066,11.158,-4.155,-22.932,-0.1346,0.0031,0.2029,2.966,8.794,-34.562
3.316733,11.479,-3.719,-23.228,0.0142,0.4668,0.0891,17.711,22.059,-22.260
3.333400,12.106,-3.034,-23.379,0.4988,0.0769,0.0238,36.713,38.239,-17.031
3.350067,12.999,-2.297,-23.293,0.3551,-0.3588,-0.1064,53.498,44.195,-4.333
3.366734,14.021,-1.634,-23.125,0.2696,-0.0491,-0.2155,61.316,40.935,0.700
3.383401,14.977,-1.138,-22.853,-0.4313,0.5951,0.1200,57.406,32.812,8.578
3.400068,15.989,-0.550,-22.543,0.0492,-0.3844,0.3193,60.601,38.913,8.743
3.416735,16.942,0.012,-22.273,-0.3463,0.5038,0.1687,56.938,36.806,6.157
3.433402,18.086,0.789,-22.087,-0.5763,-0.1374,0.1102,68.194,47.695,-3.151
3.450069,19.274,1.488,-22.215,-0.2781,-0.0807,-0.1059,71.076,37.187,-20.451
3.466736,20.274,1.911,-22.350,-0.4065,0.0583,0.0835,59.900,20.973,-15.977
3.483403,21.413,1.913,-22.399,-0.7103,0.7309,0.3203,68.121,-1.073,-2.559
3.500070,22.518,1.526,-22.632,-0.5687,0.1360,0.3005,66.355,-26.964,-3.986
3.516737,23.216,0.796,-22.886,0.0998,-0.8487,0.4524,41.873,-46.497,3.260
3.533404,23.717,0.033,-23.042,0.1227,-0.5286,-0.1998,29.856,-45.903,9.925
3.550071,24.201,-0.527,-23.338,-0.0401,-0.1430,-0.5422,28.676,-38.132,-2.300
3.566738,24.477,-0.601,-23.641,0.6685,-0.8000,-0.4652,16.114,-11.687,-14.470
3.583405,24.520,-0.641,-23.987,-0.1094,0.0374,-0.0768,2.119,-10.957,-17.642
3.600072,24.625,-0.692,-24.386,-0.2544,-0.4085,-0.4628,5.824,-12.818,-20.207
3.616739,24.756,-0.775,-25.021,-0.1400,-0.6237,-0.1528,7.136,-20.583,-32.275
3.633406,24.713,-0.916,-25.808,-0.4677,-0.3184,0.4528,-3.469,-27.605,-39.091
3.650073,24.221,-0.980,-26.553,-0.9145,-0.4831,0.3377,-30.384,-22.127,-38.873
3.666740,23.480,-0.894,-27.244,-0.6693,-0.2048,0.3200,-45.245,-12.233,-39.726
3.683407,22.907,-0.890,-28.096,-0.1879,-0.5996,-0.0910,-35.260,-20.074,-46.769
3.700074,22.598,-1.071,-28.558,1.0900,0.1190,0.2658,-19.041,-20.918,-21.111
3.716741,22.664,-1.278,-28.391,0.6237,0.5476,0.6535,4.049,-7.780,14.300
3.733408,20.914,-2.097,-28.968,-1.5750,-0.4569,-0.1042,-106.123,-58.620,-13.658
3.750075,20.478,-2.283,-29.442,1.2266,0.3918,-0.2068,-27.314,-20.635,-22.402
3.766742,20.392,-2.564,-29.607,0.4277,0.2512,0.8958,-5.649,-19.395,-3.160
3.783409,20.340,-2.832,-29.709,0.4319,0.5069,0.5996,-3.535,-17.338,0.143
3.800076,20.352,-3.065,-29.853,0.1863,0.0534,0.0135,0.083,-16.202,-3.023
3.816743,20.403,-3.266,-30.356,-0.4880,0.4111,-0.2066,1.232,-21.913,-23.820
3.833410,20.558,-3.399,-31.320,-0.3112,0.4244,0.0719,5.809,-27.811,-51.074
3.850077,21.016,-3.732,-32.401,-0.1079,0.8689,0.2194,23.223,-41.827,-53.198
3.866744,21.524,-4.040,-33.506,-0.4553,0.6336,-0.2090,25.820,-41.384,-54.662
3.883411,22.040,-4.303,-34.882,-0.1344,0.3416,-0.2673,24.712,-45.407,-70.345
3.900078,22.507,-4.590,-35.984,0.3863,0.6694,0.2761,22.680,-41.093,-54.156
3.916745,22.807,-5.141,-36.431,0.2822,1.0755,0.5637,15.452,-41.039,-11.651
3.933412,22.894,-5.628,-36.531,-0.6708,-0.1281,-0.0531,4.331,-29.462,6.096
3.950079,23.034,-5.647,-36.773,-0.7830,-0.2554,-0.0932,6.741,-6.942,-12.543
3.966746,23.244,-4.752,-37.497,-0.4588,-0.4086,0.0742,8.416,32.113,-60.557
3.983413,23.420,-4.945,-38.412,-0.4351,-0.8014,0.4971,5.711,-32.567,-45.323
4.000080,24.206,-5.715,-39.145,-0.4304,-0.1751,0.2809,42.868,-60.176,-21.115
4.016747,24.733,-6.794,-40.113,-0.7167,-0.0262,0.2020,25.148,-83.106,-25.443
4.033414,25.354,-7.874,-41.365,-0.1093,-0.7254,-0.3258,27.525,-90.520,-39.749
4.050081,26.025,-8.158,-42.967,0.3449,-0.6341,-0.4211,26.792,-56.909,-78.092
4.066748,26.858,-7.524,-44.589,0.8423,-0.7162,-0.4108,36.598,-9.109,-102.987
4.083415,27.834,-7.062,-46.203,-0.1422,-0.2911,0.0013,46.179,-19.666,-97.799
4.100082,28.746,-6.673,-47.974,0.3192,-0.0328,-0.0846,41.973,-29.614,-103.686
4.116749,29.431,-6.082,-49.320,0.5232,0.1817,-0.1277,32.065,-8.189,-87.151
4.133416,29.754,-5.392,-50.135,0.1075,0.3176,-0.1711,14.412,11.813,-62.439
4.150083,29.818,-4.671,-50.634,0.5066,0.2095,0.4957,1.084,22.604,-47.124
4.166750,29.641,-3.601,-50.708,0.7864,-0.0059,0.5544,-11.048,53.429,-35.461
4.183417,29.189,-2.161,-50.404,0.7001,-0.4874,0.1547,-26.332,84.041,-26.309
4.200084,28.837,-1.173,-49.979,0.0905,0.4270,0.9183,-20.555,64.140,-6.224
4.216751,28.722,-0.764,-49.623,-0.1590,0.4036,0.1235,-6.697,31.699,7.150
4.233418,28.695,-0.558,-49.253,-0.0601,0.2644,0.1657,-1.563,21.431,13.790
4.250085,28.596,-0.287,-48.803,-0.1059,0.0356,0.0847,-5.910,27.108,16.135
4.266752,28.300,0.101,-48.367,-0.1464,-0.0837,-0.2184,-17.922,32.777,12.131
4.283419,27.966,0.419,-48.027,0.1527,0.1298,0.1253,-20.277,26.341,9.218
4.300086,27.678,0.559,-47.722,0.4076,0.1846,0.5132,-17.639,15.911,12.543
4.316753,27.503,0.476,-47.349,0.4886,-0.2889,0.1486,-10.876,5.793,22.397
4.333420,27.359,0.158,-46.821,0.3716,0.0622,-0.1859,-9.033,-2.439,37.101
4.350087,27.008,0.000,-46.161,0.2027,-0.0959,-0.2769,-21.370,9.613,39.777
4.366754,26.431,0.043,-45.486,-0.0788,-0.4132,-0.1485,-34.839,20.428,35.244
4.383421,25.888,0.236,-45.148,-0.4767,-0.0038,-0.2507,-32.839,19.314,13.301
4.400088,25.491,0.476,-45.189,-0.8590,0.4530,0.0892,-24.033,11.829,-8.222
4.416755,25.357,0.815,-45.368,-0.3535,-0.4949,0.0450,-8.077,13.670,-18.199
4.433422,25.351,1.280,-45.579,-0.5150,-0.5606,0.2482,-0.282,19.704,-23.146
4.450089,25.307,1.498,-45.714,-0.5294,-0.1173,0.1777,-2.609,8.242,-12.709
4.466756,25.208,1.578,-45.766,-0.5114,-0.1807,0.0364,-5.951,2.871,-4.602
4.483423,24.981,1.649,-45.595,-0.4478,-0.1964,-0.0029,-14.033,8.121,7.686
4.500090,24.667,1.803,-45.425,-0.1241,-0.0733,-0.0915,-19.245,12.542,5.624
4.516757,24.356,1.982,-45.394,0.1667,-0.1931,-0.0322,-18.813,10.415,-2.520
4.533424,24.037,2.077,-45.378,-0.0529,-0.3015,-0.0029,-19.227,5.494,-1.193
4.550091,23.906,1.912,-45.464,-0.1763,0.0703,0.2757,-7.748,-11.271,-0.420
4.566758,23.904,1.718,-45.764,-0.0038,0.2700,0.2463,0.382,-18.020,-11.510
4.583425,23.976,1.558,-46.116,0.0644,-0.0358,-0.0998,4.829,-17.502,-15.152
4.600092,24.095,1.464,-46.407,0.0269,-0.0869,-0.1239,7.529,-12.370,-13.391
4.616759,24.244,1.397,-46.707,-0.0777,-0.1387,0.0927,9.293,-11.120,-14.548
4.633426,24.330,1.267,-46.908,0.0901,0.1642,0.5065,5.325,-12.186,-7.574
4.650093,24.425,1.006,-47.094,-0.0454,0.0368,0.3689,5.874,-18.986,-3.394
4.666760,24.471,0.651,-47.186,0.2639,0.2221,-0.0172,2.756,-21.769,3.969
4.683427,24.424,0.239,-47.176,0.2117,0.1086,-0.4239,-2.927,-22.371,11.068
4.700094,24.420,-0.127,-47.154,0.2110,0.0367,-0.2653,-0.395,-19.568,10.499
4.716761,24.553,-0.381,-47.164,0.1433,-0.0649,0.0641,7.862,-14.229,5.991
4.733428,24.847,-0.557,-47.299,0.0066,-0.1290,0.2070,17.445,-13.033,-2.689
