t,roll,pitch,yaw,ax,ay,az,gx,gy,gz
0.916685,43.691,58.080,-64.370,1.1592,-1.1344,0.6973,-24.708,30.034,-11.084
0.933352,43.724,58.541,-63.752,0.2875,-1.1842,1.2737,-30.109,35.558,-8.287
0.950019,44.001,58.931,-62.921,-0.1001,-1.2434,1.3970,-26.375,36.910,-0.741
0.966686,44.412,59.200,-62.068,-0.1301,-1.2329,1.3541,-19.580,32.171,4.556
0.983353,44.696,59.418,-61.297,0.3622,-1.3402,1.1799,-22.888,28.177,4.690
1.000020,44.957,59.617,-60.581,-0.2183,-0.5953,0.1558,-21.494,26.288,4.091
1.016687,45.389,59.821,-59.840,0.0912,-0.0387,-0.5082,-12.483,26.882,4.361
1.033354,45.983,60.048,-59.054,-0.0571,0.1624,-0.6058,-5.169,28.750,4.085
1.050021,46.645,60.315,-58.232,-0.4593,-0.0865,-0.3379,-3.076,31.004,2.802
1.066688,47.210,60.641,-57.444,-0.5970,-0.2513,0.0237,-7.170,32.496,-0.774
1.083355,47.368,61.036,-56.799,0.0174,-0.3656,0.3304,-24.169,31.997,-6.835
1.100022,47.234,61.517,-56.269,-0.4137,-0.0627,0.2956,-35.739,32.871,-13.005
1.116689,47.015,62.051,-55.771,-0.4995,0.2001,0.2206,-39.323,34.180,-15.844
1.133356,46.817,62.619,-55.239,-0.1173,0.2820,0.3365,-39.914,36.059,-16.612
1.150023,46.728,63.218,-54.575,-0.3059,0.3147,0.0963,-40.570,39.692,-15.496
1.166690,46.708,63.806,-53.849,-0.1650,0.0655,-0.0279,-39.969,40.126,-13.981
1.183357,46.594,64.404,-53.076,0.4010,-0.2259,-0.0135,-48.323,41.105,-13.694
1.200024,46.375,64.994,-52.219,-0.0110,-0.0525,-0.1047,-59.386,42.031,-12.028
1.216691,46.166,65.546,-51.292,-0.4166,0.2077,-0.2037,-62.787,41.396,-9.285
1.233358,45.982,66.029,-50.520,-0.7828,0.3368,-0.2901,-53.011,35.464,-9.039
1.250025,45.854,66.468,-49.873,-0.3913,0.1248,-0.3682,-42.960,31.128,-9.214
1.266692,45.517,66.923,-49.322,0.4136,0.0723,-0.1463,-50.337,29.975,-11.464
1.283359,44.997,67.343,-48.924,-0.1602,0.0711,-0.2113,-52.931,25.824,-12.428
1.300026,44.465,67.697,-48.653,0.3581,-0.5051,0.1067,-46.676,20.911,-11.541
1.316693,44.170,67.924,-48.493,-0.9662,-0.4806,-0.4977,-26.326,13.780,-7.961
1.333360,44.468,67.951,-48.408,-0.5452,-0.3081,-0.7886,13.438,3.964,-0.644
1.350027,45.115,67.872,-48.302,0.7046,-0.1224,-0.8792,33.329,-0.223,4.175
1.366694,45.982,67.787,-48.096,0.4683,0.3899,-1.0100,40.846,1.229,5.977
1.383361,46.822,67.737,-47.820,0.5313,0.4011,-0.7403,35.368,3.823,5.533
1.400028,47.519,67.733,-47.470,0.6381,0.4560,-0.4184,22.586,6.965,4.586
1.416695,48.159,67.726,-47.079,0.2837,0.3801,-0.1554,16.944,7.498,5.253
1.433362,48.826,67.691,-46.699,0.1375,0.3767,0.0752,19.103,6.262,6.245
1.450029,49.521,67.615,-46.360,0.1321,0.3402,0.1475,23.093,3.949,7.474
1.466696,50.241,67.518,-46.064,0.0210,0.2849,0.1440,26.980,2.432,7.794
1.483363,50.821,67.445,-45.820,-0.0430,0.3382,0.0343,21.429,2.529,5.925
1.500030,51.177,67.439,-45.571,0.0615,0.4162,-0.1138,7.777,5.167,2.858
1.516697,51.394,67.479,-45.289,-0.1530,0.4817,-0.2134,-2.534,7.463,1.204
1.533364,51.562,67.534,-45.003,-0.2356,0.4409,-0.1108,-5.568,8.005,0.553
1.550031,51.710,67.578,-44.778,-0.4044,0.4886,-0.1016,-3.483,6.455,0.238
1.566698,51.977,67.573,-44.603,-0.5256,0.5058,-0.1677,6.516,3.703,1.804
1.583365,52.255,67.574,-44.438,-0.1268,0.1034,0.0304,7.617,3.709,1.478
1.600032,52.320,67.622,-44.248,-0.0696,0.0513,0.1153,-6.501,5.850,-0.372
1.616699,52.353,67.673,-44.044,-0.3159,0.1146,0.0599,-9.231,6.231,-0.370
1.633366,52.409,67.708,-43.859,-0.1813,0.0232,0.1558,-6.767,5.242,0.184
1.650033,52.416,67.728,-43.738,-0.3172,0.0586,0.0810,-6.124,3.544,0.025
1.666700,52.474,67.725,-43.688,-0.4055,0.2323,-0.1887,0.832,1.440,0.134
1.683367,52.582,67.720,-43.689,-0.2328,0.2842,-0.1813,6.728,0.403,-0.424
1.700034,52.658,67.715,-43.734,-0.3437,0.2170,-0.2240,7.171,-0.431,-0.987
1.716701,52.669,67.710,-43.841,-0.2262,0.0521,-0.1381,6.718,-1.560,-1.804
1.733368,52.627,67.699,-43.972,-0.2313,-0.0174,-0.0530,4.941,-2.207,-1.863
1.750035,52.549,67.690,-44.115,-0.0888,-0.0306,0.1014,3.400,-2.369,-2.079
1.766702,52.493,67.667,-44.277,-0.1201,-0.0127,0.1196,5.729,-3.236,-1.667
1.783369,52.555,67.607,-44.461,-0.1887,0.1007,-0.1109,14.150,-5.007,-0.208
1.800036,52.677,67.536,-44.633,0.1056,0.0369,-0.0934,16.993,-5.177,0.493
1.816703,52.709,67.466,-44.771,0.0763,-0.0778,-0.0196,9.714,-4.523,0.873
1.833370,52.654,67.406,-44.858,0.0718,-0.0070,0.0741,1.689,-3.258,1.127
1.850037,52.756,67.310,-44.868,0.0777,0.1598,0.2385,6.818,-3.162,3.940
1.866704,53.082,67.178,-44.859,0.1970,0.2578,0.3478,19.181,-4.107,5.915
1.883371,53.546,67.040,-44.759,0.0924,0.2688,0.2028,22.453,-2.597,7.500
1.900038,54.003,66.909,-44.562,-0.0128,0.3474,0.0450,16.654,-0.461,8.559
1.916705,54.410,66.804,-44.306,-0.2605,0.4934,-0.0532,10.490,1.613,8.121
1.933372,54.776,66.718,-44.059,-0.4015,0.4842,-0.1407,8.404,2.182,7.080
1.950039,55.010,66.681,-43.839,-0.3075,0.4291,-0.0913,2.045,3.363,4.363
1.966706,55.224,66.670,-43.664,-0.4759,0.5281,-0.1661,3.273,3.379,2.493
1.983373,55.464,66.665,-43.537,-0.4078,0.3540,-0.0627,7.519,2.599,1.584
2.000040,55.665,66.664,-43.480,-0.2998,0.2339,-0.0197,9.007,1.359,0.478
2.016707,55.757,66.671,-43.471,-0.0503,0.1678,-0.0821,5.154,0.671,-0.565
2.033374,55.807,66.670,-43.470,-0.0931,0.3204,-0.1551,3.027,0.277,-0.277
2.050041,55.908,66.638,-43.492,-0.0295,0.3484,-0.3630,7.397,-1.313,1.011
2.066708,56.018,66.585,-43.510,0.1890,0.0380,-0.1914,7.718,-1.914,2.090
2.083375,56.112,66.504,-43.547,-0.0208,0.0468,-0.2270,7.728,-3.226,3.230
2.100042,56.120,66.393,-43.637,0.2199,-0.0450,-0.0829,5.522,-5.285,3.968
2.116709,56.070,66.248,-43.836,0.0900,0.1097,-0.1842,8.017,-8.621,4.222
2.133376,56.048,66.051,-44.137,0.0696,0.2022,-0.2535,15.329,-12.453,5.383
2.150043,56.055,65.834,-44.474,0.1386,0.2040,-0.1880,18.934,-13.909,5.871
2.166710,55.987,65.607,-44.859,0.2026,0.0831,-0.0560,17.071,-15.324,5.638
2.183377,55.900,65.363,-45.275,0.1954,0.1594,0.0138,17.532,-16.618,5.975
2.200044,55.808,65.092,-45.744,0.1667,0.2320,0.0947,20.143,-18.717,6.464
2.216711,55.703,64.782,-46.253,0.0275,0.2255,0.0121,21.349,-21.008,7.752
2.233378,55.508,64.467,-46.726,0.2132,0.2494,-0.0474,13.970,-20.575,8.342
2.250045,55.296,64.134,-47.191,-0.1238,0.5410,-0.3657,12.500,-21.183,9.190
2.266712,55.084,63.797,-47.677,-0.0043,0.4289,-0.2710,13.522,-21.965,8.916
2.283379,54.751,63.463,-48.221,-0.2331,0.4328,-0.1487,9.298,-23.321,7.731
2.300046,54.476,63.108,-48.857,-0.4580,0.5682,-0.2207,17.604,-26.311,7.141
2.316713,54.325,62.723,-49.593,-0.4872,0.5818,-0.2466,30.245,-29.758,6.762
2.333380,54.133,62.329,-50.445,-0.2941,0.3123,0.0290,33.880,-32.971,5.155
2.350047,53.871,61.943,-51.387,-0.3941,0.3896,0.1410,34.244,-34.999,2.997
2.366714,53.657,61.552,-52.402,-0.4978,0.4241,0.1085,40.841,-37.159,1.698
2.383381,53.444,61.158,-53.466,-0.3398,0.3962,0.0654,43.297,-38.708,0.669
2.400048,53.334,60.747,-54.538,-0.4417,0.6065,-0.1501,49.681,-39.850,1.091
2.416715,53.380,60.315,-55.572,-0.3655,0.7099,-0.2724,56.816,-40.017,2.481
2.433382,53.416,59.900,-56.544,-0.1345,0.4657,-0.0582,52.760,-38.323,2.641
2.450049,53.352,59.502,-57.422,-0.2092,0.5217,-0.0907,41.715,-35.713,3.302
2.466716,53.411,59.086,-58.191,-0.3160,0.7539,-0.1025,43.233,-33.965,6.017
2.483383,53.585,58.653,-58.869,-0.2960,0.6725,0.0377,45.345,-32.522,8.383
2.500050,53.759,58.225,-59.470,-0.2754,0.6039,0.0509,41.204,-30.634,9.595
2.516717,53.825,57.807,-60.023,-0.3834,0.6100,0.1135,32.096,-29.209,9.995
2.533384,53.856,57.374,-60.562,-0.5897,0.7015,-0.0430,29.239,-29.577,10.882
2.550051,53.813,56.921,-61.098,-0.5718,0.6741,-0.1644,24.510,-30.393,11.865
2.566718,53.741,56.449,-61.620,-0.6661,0.8222,-0.3659,21.932,-30.876,12.904
2.583385,53.712,55.947,-62.174,-0.7452,1.0251,-0.4519,25.990,-33.055,13.640
2.600052,53.800,55.426,-62.725,-0.7170,0.9831,-0.4020,32.612,-33.836,14.581
2.616719,53.934,54.926,-63.255,-0.8701,0.7283,-0.1742,34.252,-32.758,13.953
2.633386,53.901,54.450,-63.790,-0.9399,0.2965,0.2495,24.335,-32.175,12.612
2.650053,53.739,53.990,-64.374,-0.9015,0.2809,0.5824,18.874,-33.191,10.729
2.666720,53.508,53.532,-65.022,-0.9146,0.1806,0.7313,17.672,-35.142,9.071
2.683387,53.207,53.086,-65.755,-0.8779,0.1105,0.5108,17.398,-37.410,6.424
2.700054,52.964,52.647,-66.549,-0.8314,0.3679,-0.1838,23.623,-39.148,4.455
2.716721,52.769,52.224,-67.378,-0.6181,0.3290,-0.4362,28.025,-39.812,2.602
2.733388,52.544,51.825,-68.236,-0.4900,0.1751,-0.5269,27.362,-40.009,0.545
2.750055,52.315,51.452,-69.098,-0.3096,0.0035,-0.2207,27.147,-39.385,-1.074
2.766722,52.083,51.126,-69.924,-0.3037,-0.3270,0.3303,25.072,-36.756,-2.827
2.783389,51.793,50.883,-70.688,-0.1425,-0.7646,0.5724,18.553,-31.930,-5.558
2.800056,51.499,50.713,-71.408,-0.1678,-0.9210,0.4270,16.150,-27.919,-8.236
2.816723,51.290,50.617,-72.074,0.0966,-1.1118,0.5587,18.774,-23.542,-10.641
2.833390,51.242,50.603,-72.671,0.2157,-1.1118,0.3972,25.215,-18.374,-12.903
2.850057,51.329,50.660,-73.237,0.3038,-1.2637,0.3750,31.864,-14.716,-15.585
2.866724,51.464,50.756,-73.822,0.2676,-1.2239,0.2044,35.651,-13.743,-17.860
2.883391,51.596,50.876,-74.447,0.3603,-1.1609,0.1420,37.330,-13.957,-19.917
2.900058,51.739,51.001,-75.105,0.3041,-0.9523,0.1299,39.625,-14.716,-20.965
2.916725,51.827,51.169,-75.762,0.6418,-1.1169,0.3209,36.278,-12.993,-22.897
2.933392,51.981,51.375,-76.378,0.4440,-0.5752,-0.1496,38.501,-10.377,-23.707
2.950059,52.277,51.587,-76.934,0.3146,-0.5477,-0.1731,44.142,-8.337,-22.555
2.966726,52.550,51.811,-77.404,0.3505,-0.8250,0.1884,38.919,-5.400,-21.168
2.983393,52.769,52.037,-77.808,0.1435,-0.6056,0.1618,32.513,-3.316,-19.720
3.000060,52.915,52.267,-78.164,0.0742,-0.6760,0.1209,25.948,-1.814,-18.823
3.016727,52.977,52.511,-78.470,0.3476,-0.9257,0.0771,18.563,0.237,-18.356
3.033394,53.226,52.731,-78.719,0.1252,-0.3990,-0.4530,27.100,1.053,-15.975
3.050061,53.698,52.917,-78.889,-0.0061,-0.6030,-0.1622,36.732,2.102,-12.653
3.066728,54.231,53.077,-78.977,-0.0979,-0.5911,0.0657,36.523,3.515,-9.665
3.083395,54.744,53.219,-78.973,-0.2221,-0.3801,0.0666,30.889,5.483,-6.874
3.100062,55.219,53.351,-78.855,-0.2463,-0.1104,0.1616,23.137,8.471,-4.109
3.116729,55.709,53.481,-78.636,-0.2237,0.2419,-0.0287,19.091,11.371,-2.018
3.133396,56.181,53.621,-78.309,-0.1522,0.4090,-0.1818,12.868,14.820,-0.462
3.150063,56.635,53.782,-77.887,-0.0942,0.5159,-0.1635,7.185,18.281,0.201
3.166730,57.111,53.960,-77.390,-0.1892,0.6982,-0.2689,4.740,21.008,0.662
3.183397,57.601,54.138,-76.836,-0.2958,0.4656,0.1715,2.790,22.598,1.575
3.200064,58.052,54.320,-76.272,-0.4234,0.3383,0.2689,-0.053,22.908,1.365
3.216731,58.463,54.487,-75.732,-0.4439,0.3586,-0.0866,-1.423,21.709,1.511
3.233398,58.857,54.638,-75.189,-0.3053,0.3343,-0.2056,-2.578,21.202,2.185
3.250065,59.242,54.802,-74.649,-0.2586,0.3062,-0.1866,-3.057,21.490,1.347
3.266732,59.625,54.994,-74.102,-0.1265,0.1789,-0.2824,-3.557,22.440,-0.144
3.283399,59.979,55.200,-73.571,-0.2099,-0.0545,-0.1641,-4.561,22.315,-1.334
3.300066,60.348,55.393,-73.048,-0.1911,-0.2137,-0.0870,-3.313,21.596,-0.998
3.316733,60.830,55.557,-72.542,-0.0993,-0.2494,-0.0359,4.189,20.189,0.052
3.333400,61.440,55.684,-72.045,-0.0328,-0.3575,0.0364,12.260,18.794,1.641
3.350067,62.085,55.785,-71.520,-0.2051,-0.4555,0.1350,13.022,18.882,3.195
3.366734,62.731,55.881,-70.867,-0.0525,-0.3746,0.1651,6.707,22.551,5.195
3.383401,63.412,55.989,-70.075,-0.0060,-0.1180,0.1191,1.789,27.087,6.425
3.400068,64.220,56.132,-69.112,-0.0773,0.0431,0.0922,0.841,33.132,6.713
3.416735,65.176,56.328,-67.967,-0.1729,0.2021,0.2400,0.545,39.955,5.808
3.433402,66.219,56.585,-66.667,-0.3103,0.1702,0.2467,-2.071,46.030,3.781
3.450069,67.288,56.889,-65.259,-0.4209,0.2839,0.2255,-6.267,50.173,1.723
3.466736,68.402,57.211,-63.823,-0.4396,0.4637,0.1816,-5.168,51.070,0.004
3.483403,69.595,57.490,-62.352,-0.3084,0.4078,0.2301,-2.413,50.838,1.610
3.500070,70.869,57.736,-60.836,-0.4702,0.2803,0.4320,-0.088,51.211,2.827
3.516737,72.076,57.969,-59.278,-0.5466,0.3809,0.3998,-6.374,51.934,2.858
3.533404,73.190,58.184,-57.663,-0.4948,0.5517,0.1219,-15.096,53.107,3.286
3.550071,74.221,58.383,-56.004,-0.4261,0.3864,0.0751,-22.577,53.927,3.552
3.566738,75.223,58.565,-54.306,-0.5075,0.7007,-0.0775,-26.436,54.601,3.850
3.583405,76.247,58.720,-52.610,-0.3143,0.9364,0.0498,-25.177,53.934,4.418
3.600072,77.367,58.851,-50.839,-0.3738,0.8363,0.0602,-23.400,55.648,5.387
3.616739,78.558,58.970,-48.982,-0.7564,0.6614,0.3423,-23.721,58.006,5.474
3.633406,79.757,59.103,-47.051,-0.5200,0.8610,0.2169,-27.177,60.236,3.900
3.650073,80.854,59.300,-45.116,-0.2196,0.7779,0.2600,-33.650,60.775,-1.101
3.666740,81.779,59.549,-43.115,-0.5931,0.9679,0.3344,-47.676,62.785,-5.008
3.683407,82.706,59.813,-41.048,-0.6201,0.7354,0.6816,-51.299,64.281,-6.583
3.700074,83.665,60.058,-39.071,-0.8159,0.5717,0.6837,-44.947,60.848,-6.910
3.716741,84.557,60.286,-37.192,-0.4366,0.1704,0.9382,-44.127,57.245,-7.185
3.733408,85.211,60.501,-35.489,-0.3331,-0.0102,0.6199,-49.414,51.487,-7.675
3.750075,85.630,60.720,-33.915,-0.1221,-0.3460,0.4091,-57.044,47.311,-8.684
3.766742,85.972,60.905,-32.571,-0.2093,-0.2583,0.1643,-49.709,40.082,-7.488
3.783409,86.398,61.011,-31.380,-0.1295,-0.3864,-0.0127,-36.794,35.097,-3.344
3.800076,86.999,61.029,-30.270,0.0993,-0.4635,-0.1572,-22.097,32.372,1.448
3.816743,87.754,60.987,-29.229,0.3489,-0.6029,-0.3641,-9.178,30.209,4.553
3.833410,88.618,60.873,-28.203,0.3974,-0.7468,-0.7981,-1.770,29.784,8.375
3.850077,89.310,60.727,-27.090,0.8284,-1.2108,-1.0045,-16.692,32.555,9.927
3.866744,89.762,60.590,-25.852,0.6524,-0.8770,-1.4582,-37.405,36.482,9.042
3.883411,90.199,60.450,-24.556,0.5855,-0.2201,-1.1873,-41.353,38.461,8.884
3.900078,90.825,60.310,-23.205,0.9569,0.5776,-1.0932,-32.748,40.326,8.477
3.916745,91.605,60.184,-21.876,0.8778,0.5348,-0.7231,-22.309,39.845,7.068
3.933412,92.405,60.041,-20.594,0.5550,0.1877,-0.6492,-18.579,38.718,7.638
3.950079,93.088,59.896,-19.305,0.6931,-0.3107,-0.4221,-25.859,39.158,7.117
3.966746,93.645,59.756,-18.055,0.4849,-0.1776,-0.3166,-31.318,38.214,6.492
3.983413,94.172,59.593,-16.933,0.4335,-0.1294,-0.2105,-26.358,34.646,7.670
4.000080,94.673,59.420,-15.924,0.6460,-0.1875,0.0605,-21.953,31.506,8.241
4.016747,95.128,59.216,-15.056,0.5727,-0.1394,0.1085,-17.383,27.611,10.151
4.033414,95.540,58.986,-14.299,0.6099,-0.2454,0.0772,-14.146,24.588,11.744
4.050081,95.834,58.754,-13.610,0.7010,-0.2945,0.0715,-17.696,22.743,11.859
4.066748,96.022,58.531,-13.007,0.4909,-0.0840,0.0621,-19.476,20.183,11.486
4.083415,96.159,58.304,-12.514,0.5632,-0.0247,0.3025,-16.886,16.937,11.976
4.100082,96.307,58.078,-12.147,0.3672,0.2354,0.3231,-9.690,13.082,12.247
4.116749,96.425,57.845,-11.913,0.4436,0.2778,0.3364,-4.739,9.029,13.151
4.133416,96.435,57.626,-11.768,0.4244,0.2817,0.2053,-6.627,6.134,12.561
4.150083,96.387,57.420,-11.685,0.1940,0.4789,0.0006,-7.021,4.102,12.006
4.166750,96.367,57.219,-11.660,0.1183,0.6197,-0.0417,-2.389,2.163,11.907
4.183417,96.377,57.036,-11.677,0.0567,0.6699,0.0464,1.557,0.666,10.975
4.200084,96.387,56.881,-11.696,0.0374,0.6981,-0.0310,1.615,0.369,9.291
4.216751,96.338,56.756,-11.721,-0.0575,0.6887,-0.1543,-1.629,-0.021,7.594
4.233418,96.240,56.657,-11.746,-0.0853,0.7311,-0.2091,-4.615,-0.249,5.990
4.250085,96.142,56.582,-11.780,-0.0905,0.8266,-0.1222,-4.111,-0.730,4.632
4.266752,96.090,56.529,-11.828,-0.0615,0.7772,-0.0425,-0.713,-1.358,3.415
4.283419,96.081,56.495,-11.889,0.0474,0.7140,0.0071,2.480,-1.918,2.316
4.300086,96.117,56.472,-11.967,0.1068,0.6476,0.0230,6.072,-2.610,1.696
4.316753,96.136,56.461,-12.053,0.2148,0.5505,0.1049,5.378,-2.946,1.023
4.333420,96.101,56.450,-12.137,0.2405,0.4818,0.1305,2.106,-2.902,1.000
4.350087,96.047,56.435,-12.223,0.2351,0.5374,0.1989,1.007,-2.976,1.285
4.366754,96.008,56.412,-12.324,0.1995,0.7111,0.1807,2.666,-3.421,1.772
4.383421,96.056,56.369,-12.421,0.1131,0.7937,0.1280,7.620,-3.184,2.908
4.400088,96.144,56.313,-12.514,0.2001,0.6268,0.1210,9.844,-2.998,3.751
4.416755,96.247,56.268,-12.523,0.3196,0.4996,0.0743,6.618,-0.323,2.787
4.433422,96.325,56.235,-12.492,0.2384,0.6160,-0.0306,2.992,0.919,1.863
4.450089,96.409,56.201,-12.472,0.2838,0.6237,-0.0570,3.920,0.582,2.007
4.466756,96.518,56.146,-12.466,0.2692,0.5819,-0.0914,6.169,0.213,3.322
4.483423,96.603,56.065,-12.492,0.3043,0.4883,-0.0496,6.271,-0.689,4.973
4.500090,96.663,55.963,-12.533,0.3292,0.5290,-0.0777,5.535,-1.036,6.277
4.516757,96.738,55.832,-12.617,0.3072,0.5350,-0.0342,8.507,-2.279,8.169
4.533424,96.826,55.676,-12.713,0.2896,0.4239,0.1351,9.903,-2.525,9.693
4.550091,96.886,55.486,-12.834,0.2061,0.4370,0.1754,9.475,-3.154,11.828
4.566758,96.989,55.258,-12.942,0.1128,0.4987,0.1119,11.323,-2.415,14.061
4.583425,97.134,54.990,-13.042,0.0362,0.5237,-0.0107,13.474,-1.889,16.374
4.600092,97.260,54.707,-13.116,-0.0014,0.5109,-0.0812,10.973,-0.855,17.209
4.616759,97.355,54.415,-13.167,-0.1969,0.5698,-0.1606,8.038,0.025,17.629
4.633426,97.361,54.130,-13.184,-0.2572,0.4664,-0.1537,1.002,1.137,17.100
4.650093,97.264,53.874,-13.135,-0.2888,0.3897,-0.0796,-8.412,3.209,15.086
4.666760,97.163,53.652,-13.042,-0.4334,0.5199,-0.0908,-10.778,4.479,12.836
4.683427,97.153,53.458,-12.932,-0.4332,0.5376,0.0350,-6.088,4.858,11.180
4.700094,97.268,53.286,-12.798,-0.4199,0.2920,0.0965,0.185,5.597,9.761
4.716761,97.397,53.136,-12.617,-0.3264,-0.0512,0.1589,-1.153,7.112,8.234
4.733428,97.491,53.010,-12.418,-0.3329,-0.2211,0.2201,-4.097,7.629,6.694
4.750095,97.556,52.899,-12.228,-0.2649,-0.1971,0.2675,-5.454,7.257,5.858
4.766762,97.593,52.798,-12.060,-0.2730,-0.2236,0.2259,-5.999,6.393,5.326
4.783429,97.602,52.709,-11.920,-0.2647,-0.2382,0.0843,-6.339,5.356,4.802
4.800096,97.573,52.638,-11.792,-0.2226,-0.2670,-0.0170,-8.023,4.784,3.733
4.816763,97.481,52.600,-11.666,-0.1093,-0.2460,0.0667,-11.717,4.490,1.837
4.833430,97.389,52.607,-11.571,-0.0763,-0.0764,0.0322,-10.205,3.010,-0.748
4.850097,97.343,52.637,-11.541,0.1176,-0.0283,0.0296,-4.389,0.498,-1.747
